Date;SIE;ALVG;VOWG
07-Okt-2020;109.2400;166.6400;138.9200
06-Okt-2020;108.9200;169.0200;137.4800
05-Okt-2020;107.3200;166.5200;134.7000
02-Okt-2020;105.8800;162.8000;132.0000
01-Okt-2020;106.6600;162.1800;134.3000
30-Sep-2020;107.8800;163.6200;137.4000
29-Sep-2020;108.6400;164.8800;138.7400
28-Sep-2020;109.9600;166.8400;138.2000
25-Sep-2020;100.6751;161.9800;133.3000
24-Sep-2020;102.3157;164.3800;136.5400
23-Sep-2020;101.2700;163.0600;135.4800
22-Sep-2020;101.8830;165.5800;134.8200
21-Sep-2020;101.1078;168.8200;133.6000
18-Sep-2020;106.0478;178.4600;141.9800
17-Sep-2020;107.3098;179.3600;147.6400
16-Sep-2020;106.9853;181.8000;148.6600
15-Sep-2020;105.3807;182.8000;148.3400
14-Sep-2020;105.3266;182.5800;148.4200
11-Sep-2020;105.6151;183.0200;149.8400
10-Sep-2020;106.0297;183.1600;150.9600
09-Sep-2020;106.4985;183.9000;151.3200
08-Sep-2020;104.0645;179.5200;151.1600
07-Sep-2020;105.7052;182.0200;149.7800
04-Sep-2020;104.2989;178.6800;143.0000
03-Sep-2020;105.3266;181.8000;142.7600
02-Sep-2020;107.3819;183.5000;140.3200
01-Sep-2020;105.3446;182.0000;140.1000
31-Aug-2020;104.2629;181.5200;139.3400
28-Aug-2020;106.5706;185.7200;139.5200
27-Aug-2020;107.4540;184.0600;140.1200
26-Aug-2020;108.2653;185.1000;139.0000
25-Aug-2020;106.9492;185.0000;136.2000
24-Aug-2020;107.5261;183.9200;137.8000
21-Aug-2020;104.5153;179.2200;136.0800
20-Aug-2020;104.8939;180.9600;136.6200
19-Aug-2020;106.3903;184.3800;139.4400
18-Aug-2020;105.1643;181.2000;138.5000
17-Aug-2020;104.9480;180.7200;139.1800
14-Aug-2020;104.7677;182.0200;138.9800
13-Aug-2020;105.8675;183.5800;138.7400
12-Aug-2020;106.7148;186.2600;140.6600
11-Aug-2020;105.8675;184.7000;140.0000
10-Aug-2020;104.3350;179.2400;133.1200
07-Aug-2020;104.5153;177.7200;132.8600
06-Aug-2020;102.6583;177.9000;134.0000
05-Aug-2020;101.0176;180.6800;134.9400
04-Aug-2020;99.6654;181.5400;134.5000
03-Aug-2020;100.9635;181.2400;131.1800
31-Jul-2020;97.6461;176.2200;125.0000
30-Jul-2020;99.0164;176.6400;129.2000
29-Jul-2020;103.2713;184.7000;137.6400
28-Jul-2020;102.8025;184.4200;141.8000
27-Jul-2020;102.1354;183.4000;141.2400
24-Jul-2020;101.6667;183.6400;142.0200
23-Jul-2020;103.5778;186.8200;144.5400
22-Jul-2020;103.6679;190.0000;144.3400
21-Jul-2020;104.1547;188.8400;145.0000
20-Jul-2020;102.7304;188.2800;144.7600
17-Jul-2020;101.0897;185.5200;144.4400
16-Jul-2020;101.1979;187.3600;141.3400
15-Jul-2020;100.9635;187.2600;141.1600
14-Jul-2020;98.9983;186.6800;137.3800
13-Jul-2020;98.4394;185.1400;139.3000
10-Jul-2020;97.3577;182.6800;139.9800
09-Jul-2020;95.3024;180.5600;135.6000
08-Jul-2020;95.3745;182.9800;135.4200
07-Jul-2020;97.4659;184.5200;138.0200
06-Jul-2020;97.3036;186.7600;138.8400
03-Jul-2020;95.5908;184.1400;135.5800
02-Jul-2020;96.0596;186.1000;137.2000
01-Jul-2020;93.7518;180.1000;133.3200
30-Jun-2020;94.4370;181.7600;134.9400
29-Jun-2020;93.4814;180.2200;134.5800
26-Jun-2020;91.8047;178.0000;133.3200
25-Jun-2020;92.0571;180.7600;133.0600
24-Jun-2020;91.2818;178.0200;129.6200
23-Jun-2020;93.7518;183.4000;136.2000
22-Jun-2020;92.4898;179.4800;130.2800
19-Jun-2020;93.5896;181.4000;130.6800
18-Jun-2020;92.5439;181.2000;132.5800
17-Jun-2020;92.2915;182.7800;134.1400
16-Jun-2020;91.3540;182.4400;136.5800
15-Jun-2020;87.8473;176.9200;136.3600
12-Jun-2020;88.8479;178.0800;133.9600
11-Jun-2020;89.3437;178.2200;132.4200
10-Jun-2020;94.9598;185.5400;143.1800
09-Jun-2020;96.4021;187.4200;145.5600
08-Jun-2020;97.4659;191.7400;148.5000
05-Jun-2020;97.8445;193.2000;148.9800
04-Jun-2020;94.3288;185.7200;141.6400
03-Jun-2020;94.6353;186.6400;143.1200
02-Jun-2020;91.9669;172.0000;140.1000
29-Mai-2020;88.8209;162.8200;132.5000
28-Mai-2020;89.3257;166.7200;137.2200
27-Mai-2020;89.2265;168.9000;140.1200
26-Mai-2020;88.7037;163.3200;136.8400
25-Mai-2020;86.5221;159.3400;133.9600
22-Mai-2020;84.3767;155.5000;132.7800
21-Mai-2020;84.4578;154.9800;132.4800
20-Mai-2020;85.0347;156.7600;133.5000
19-Mai-2020;83.6915;157.0800;132.2600
18-Mai-2020;82.3664;153.8600;131.2800
15-Mai-2020;77.6518;146.8400;121.2400
14-Mai-2020;75.8579;142.9400;116.4200
13-Mai-2020;77.6157;147.3800;119.7600
12-Mai-2020;79.2023;151.3000;127.1800
11-Mai-2020;79.4457;156.3200;127.3000
08-Mai-2020;79.6260;157.6800;128.9200
07-Mai-2020;76.0021;157.0000;127.1400
06-Mai-2020;74.3434;161.4200;126.8600
05-Mai-2020;75.2719;163.3600;127.2000
04-Mai-2020;72.8380;162.7600;121.0400
30-Apr-2020;76.3356;168.8800;128.2200
29-Apr-2020;79.2023;174.1600;133.3200
28-Apr-2020;76.5159;167.7600;126.0200
27-Apr-2020;73.6944;160.3000;122.9200
24-Apr-2020;70.7105;155.7600;117.3600
23-Apr-2020;72.2700;159.3000;120.7400
22-Apr-2020;71.2244;161.0600;118.7800
21-Apr-2020;69.8992;161.3000;116.5000
20-Apr-2020;72.9642;165.8000;124.7400
17-Apr-2020;72.5765;163.9000;124.6000
16-Apr-2020;70.1246;158.8000;117.1400
15-Apr-2020;70.8187;161.3600;116.2000
14-Apr-2020;74.6319;167.7000;123.1400
09-Apr-2020;73.3248;164.8800;122.5400
08-Apr-2020;73.8115;160.9800;118.1400
07-Apr-2020;76.1553;162.6400;116.3800
06-Apr-2020;73.9197;158.3600;112.9600
03-Apr-2020;68.8084;149.3200;98.9100
02-Apr-2020;68.8715;151.4600;98.8300
01-Apr-2020;66.7261;153.6400;99.0000
31-Mrz-2020;69.8361;156.8800;106.8400
30-Mrz-2020;67.8439;152.8400;105.0200
27-Mrz-2020;65.7615;153.8200;105.4200
26-Mrz-2020;69.1690;157.9600;113.7000
25-Mrz-2020;68.9166;156.9600;114.8800
24-Mrz-2020;68.2946;152.5600;109.8200
23-Mrz-2020;61.2181;131.7400;92.2500
20-Mrz-2020;60.3888;134.7400;94.1300
19-Mrz-2020;54.8899;122.1000;87.8400
18-Mrz-2020;54.8809;119.0000;87.2000
17-Mrz-2020;60.9838;129.9200;99.0800
16-Mrz-2020;59.4242;132.4200;97.3900
13-Mrz-2020;62.7326;146.9200;110.8800
12-Mrz-2020;62.7326;146.5000;112.2600
11-Mrz-2020;71.8554;173.0200;132.4000
10-Mrz-2020;72.0988;173.3000;131.5600
09-Mrz-2020;72.5585;171.7000;131.7200
06-Mrz-2020;78.5713;188.9000;147.2000
05-Mrz-2020;81.2035;195.0000;150.5000
04-Mrz-2020;82.8983;198.6000;154.6400
03-Mrz-2020;82.9253;196.5800;153.1000
02-Mrz-2020;82.6098;193.8600;149.6400
28-Feb-2020;84.0161;194.8000;148.5800
27-Feb-2020;87.1712;204.4500;148.8200
26-Feb-2020;88.7938;214.6500;155.6600
25-Feb-2020;89.4789;215.0000;155.3000
24-Feb-2020;90.9573;222.7500;157.0000
21-Feb-2020;94.9598;230.7000;166.0200
20-Feb-2020;95.7711;228.0000;169.4400
19-Feb-2020;96.3480;231.6500;170.1200
18-Feb-2020;96.3120;231.9000;169.3600
17-Feb-2020;97.2495;232.0000;172.5200
14-Feb-2020;96.1497;231.2500;170.4600
13-Feb-2020;96.6005;230.2500;172.5400
12-Feb-2020;98.7820;230.5500;173.1400
11-Feb-2020;98.6558;229.0000;167.4400
10-Feb-2020;97.6281;228.0000;164.3800
07-Feb-2020;97.6281;227.7000;166.4200
06-Feb-2020;97.9707;227.3000;170.4000
05-Feb-2020;102.5140;224.5500;170.6400
04-Feb-2020;101.8470;219.8500;167.0800
03-Feb-2020;100.2604;217.1000;162.8000
31-Jan-2020;100.6390;215.8500;162.3800
30-Jan-2020;102.5321;218.4500;164.0000
29-Jan-2020;104.8578;220.8500;169.9200
28-Jan-2020;103.9924;219.5500;172.4600
27-Jan-2020;103.5056;215.2500;171.6400
24-Jan-2020;106.3002;220.9500;177.5200
23-Jan-2020;104.2088;218.5500;176.5800
22-Jan-2020;104.5874;219.1000;179.1400
21-Jan-2020;105.6511;220.5500;181.3000
20-Jan-2020;105.3086;221.7000;182.0200
17-Jan-2020;105.5610;219.6500;181.3600
16-Jan-2020;104.6234;217.3500;179.9200
15-Jan-2020;104.3350;217.2000;182.6200
14-Jan-2020;104.9299;218.8500;185.2200
13-Jan-2020;104.3530;219.6500;185.2800
10-Jan-2020;104.5694;220.2500;185.5200
09-Jan-2020;106.7329;220.7000;181.7200
08-Jan-2020;105.5069;218.3000;176.8200
07-Jan-2020;105.0742;218.2000;176.0600
06-Jan-2020;104.4071;217.7000;176.6200
03-Jan-2020;104.8939;219.0500;176.6400
02-Jan-2020;106.9492;221.5000;180.5000
30-Dez-2019;105.0561;218.4000;176.2400
27-Dez-2019;106.5886;220.6000;176.6600
23-Dez-2019;105.9396;220.6000;176.1600
20-Dez-2019;106.4985;220.7500;176.9600
19-Dez-2019;105.8675;218.9500;177.1000
18-Dez-2019;105.3626;221.1000;179.6800
17-Dez-2019;106.5886;222.6000;181.1000
16-Dez-2019;108.0851;221.2000;182.2400
13-Dez-2019;106.1740;219.7000;183.3000
12-Dez-2019;106.2641;218.2500;179.5800
11-Dez-2019;105.6511;216.1000;178.2400
10-Dez-2019;103.9924;215.5500;175.7000
09-Dez-2019;104.5874;216.0000;175.8200
06-Dez-2019;105.2905;217.1000;176.6000
05-Dez-2019;104.6956;214.2000;174.9400
04-Dez-2019;106.3182;216.0000;175.1600
03-Dez-2019;105.3987;213.3000;174.3000
02-Dez-2019;104.7497;213.5500;174.7800
29-Nov-2019;105.5790;217.3500;175.4800
28-Nov-2019;105.7773;218.8000;176.7000
27-Nov-2019;105.9396;218.3500;177.8800
26-Nov-2019;106.1018;217.2000;175.8800
25-Nov-2019;104.9480;218.6500;177.0000
22-Nov-2019;103.4696;218.5000;177.0800
21-Nov-2019;103.5237;217.6000;176.3400
20-Nov-2019;103.5056;217.8500;175.5000
19-Nov-2019;103.1631;218.7000;177.3200
18-Nov-2019;103.1270;218.0500;175.9400
15-Nov-2019;103.6679;218.8500;183.4600
14-Nov-2019;103.4516;217.2500;179.9200
13-Nov-2019;103.2893;218.0000;181.0000
12-Nov-2019;103.1991;218.9000;182.9400
11-Nov-2019;101.4503;220.1000;181.5000
08-Nov-2019;102.5861;219.0000;181.6800
07-Nov-2019;102.4599;225.1000;184.2400
06-Nov-2019;97.6822;223.8000;179.6600
05-Nov-2019;97.7002;221.6000;178.2000
04-Nov-2019;96.8709;222.0500;177.7200
01-Nov-2019;94.5992;219.6500;172.7000
31-Okt-2019;93.1929;219.0000;170.7000
30-Okt-2019;94.3468;220.7000;174.5800
29-Okt-2019;95.1040;221.9000;173.3000
28-Okt-2019;94.7615;222.1000;176.1200
25-Okt-2019;94.1124;221.5500;172.3600
24-Okt-2019;93.5535;222.9000;175.0000
23-Okt-2019;93.4634;221.3500;171.6200
22-Okt-2019;93.0307;220.6000;171.0200
21-Okt-2019;91.8948;219.3000;170.8800
18-Okt-2019;89.9387;218.1000;169.3400
17-Okt-2019;89.1724;215.3500;170.1800
16-Okt-2019;90.7951;213.6500;169.7800
15-Okt-2019;90.0378;214.0000;164.6400
14-Okt-2019;89.4068;210.7000;161.8400
11-Okt-2019;89.3617;213.1000;161.5000
10-Okt-2019;86.9819;207.1500;153.9400
09-Okt-2019;86.4861;206.1000;150.0000
08-Okt-2019;85.5666;205.4000;149.1000
07-Okt-2019;86.9188;207.7000;148.5400
04-Okt-2019;85.9091;206.2500;147.8200
02-Okt-2019;85.4945;206.8500;149.1400
01-Okt-2019;87.2794;212.0500;153.8000
30-Sep-2019;88.5684;213.8500;156.0600
27-Sep-2019;87.7661;211.8500;154.9000
26-Sep-2019;86.2787;210.8500;153.6400
25-Sep-2019;86.4771;208.8000;153.8800
24-Sep-2019;86.0804;209.9500;153.2000
23-Sep-2019;87.1081;211.2500;156.5800
20-Sep-2019;88.3521;211.9500;159.8000
19-Sep-2019;87.8653;211.8000;158.9200
18-Sep-2019;87.0450;210.1000;155.9400
17-Sep-2019;87.4506;209.7000;155.8400
16-Sep-2019;87.1712;210.3000;157.5600
13-Sep-2019;87.3695;212.0000;158.0600
12-Sep-2019;87.1802;210.1500;156.7600
11-Sep-2019;87.7752;208.7000;155.7000
10-Sep-2019;86.5402;207.6000;154.6200
09-Sep-2019;84.9085;206.6500;154.0800
06-Sep-2019;83.4301;204.3000;150.4000
05-Sep-2019;82.5287;203.0500;150.8400
04-Sep-2019;82.2132;201.0000;147.9600
03-Sep-2019;81.0142;199.7200;146.2800
02-Sep-2019;81.5911;201.5500;146.6600
30-Aug-2019;81.9878;200.5000;146.1000
29-Aug-2019;81.1314;199.2200;145.2800
28-Aug-2019;79.9685;196.8200;143.5400
27-Aug-2019;80.2299;198.7600;143.5000
26-Aug-2019;79.8423;199.1600;142.1800
23-Aug-2019;79.4998;197.6400;141.1600
22-Aug-2019;80.1668;200.9500;143.0600
21-Aug-2019;80.3381;202.1500;142.6400
20-Aug-2019;78.6253;200.4500;141.1400
19-Aug-2019;78.6344;201.1500;142.3200
16-Aug-2019;77.3813;198.6400;139.8600
15-Aug-2019;76.6241;196.8400;138.1600
14-Aug-2019;77.6608;197.1800;139.8800
13-Aug-2019;80.4463;201.3000;142.9000
12-Aug-2019;79.8874;200.2500;140.9600
09-Aug-2019;80.2299;198.9600;141.3400
08-Aug-2019;81.5641;201.9500;144.2800
07-Aug-2019;80.5545;199.1600;142.7800
06-Aug-2019;80.8069;200.4000;142.9400
05-Aug-2019;80.9060;201.8500;142.9800
02-Aug-2019;83.0695;204.3500;146.2400
01-Aug-2019;85.6387;211.8500;150.6400
31-Jul-2019;89.2355;210.4000;150.9400
30-Jul-2019;89.8034;209.0000;151.7400
29-Jul-2019;91.2278;212.9500;153.2000
26-Jul-2019;91.0294;212.1500;155.2600
25-Jul-2019;91.0114;212.2000;154.0600
24-Jul-2019;92.1653;215.1000;158.6200
23-Jul-2019;91.4441;216.1000;157.1400
22-Jul-2019;89.6953;214.5000;151.4000
19-Jul-2019;89.7313;215.7000;151.4600
18-Jul-2019;89.4068;215.4500;151.4600
17-Jul-2019;89.8575;217.0000;153.0600
16-Jul-2019;90.4525;217.5500;154.9400
15-Jul-2019;89.9206;217.5500;154.2000
12-Jul-2019;89.8575;216.1500;153.5400
11-Jul-2019;89.8665;216.5000;151.9400
10-Jul-2019;90.8491;216.5000;152.4000
09-Jul-2019;91.3179;218.1500;153.9600
08-Jul-2019;91.4802;218.0500;154.8000
05-Jul-2019;92.3456;217.1500;154.6000
04-Jul-2019;95.1401;217.2000;154.6400
03-Jul-2019;94.9959;216.8000;153.6200
02-Jul-2019;94.6533;216.0000;151.0000
01-Jul-2019;95.5548;214.2000;150.0000
28-Jun-2019;94.2927;212.0000;148.2200
27-Jun-2019;93.3372;210.6500;147.1800
26-Jun-2019;93.5175;212.6000;147.5000
25-Jun-2019;94.4730;212.0000;145.9200
24-Jun-2019;95.6088;212.9000;147.0000
21-Jun-2019;95.3204;212.7000;147.1800
20-Jun-2019;95.9694;211.8500;146.9000
19-Jun-2019;95.8072;211.7000;145.3600
18-Jun-2019;95.3745;211.0500;143.3200
17-Jun-2019;93.2290;208.1500;140.7200
14-Jun-2019;93.7699;207.4000;141.2400
13-Jun-2019;94.8156;207.6000;142.8000
12-Jun-2019;94.6713;206.2500;142.3600
11-Jun-2019;95.1581;206.5000;143.7400
07-Jun-2019;93.9682;204.3000;141.8800
06-Jun-2019;93.3732;202.1500;141.8400
05-Jun-2019;94.1845;202.3000;142.7800
04-Jun-2019;94.0042;203.4000;144.6600
03-Jun-2019;92.3275;199.1600;140.0600
31-Mai-2019;91.4441;198.8600;139.5000
30-Mai-2019;92.9586;201.3500;143.2200
29-Mai-2019;92.7061;199.0800;143.2800
28-Mai-2019;94.9237;201.6500;144.8400
27-Mai-2019;94.9237;202.8000;144.0600
24-Mai-2019;94.8516;202.0000;142.8600
23-Mai-2019;93.4814;199.8000;142.0000
22-Mai-2019;96.0415;202.9000;144.3000
21-Mai-2019;96.6545;204.4500;144.7000
20-Mai-2019;95.1040;201.7000;144.8200
17-Mai-2019;96.8348;204.3500;147.1400
16-Mai-2019;97.9526;206.6500;148.1000
15-Mai-2019;96.1678;201.6500;149.1200
14-Mai-2019;95.5908;200.4000;149.0200
13-Mai-2019;94.4550;196.8400;147.5400
10-Mai-2019;96.4742;198.8400;150.3200
09-Mai-2019;94.9057;198.8200;151.5000
08-Mai-2019;96.6005;209.0000;154.5800
07-Mai-2019;92.3816;210.1000;154.4200
06-Mai-2019;94.2927;212.4500;157.6200
03-Mai-2019;95.3384;215.0500;160.2800
02-Mai-2019;94.9598;214.8000;160.7400
30-Apr-2019;96.2218;214.8000;155.0400
29-Apr-2019;95.4286;213.9000;156.2000
26-Apr-2019;94.9237;213.8500;155.7600
25-Apr-2019;95.2302;213.3000;155.4600
24-Apr-2019;95.2122;211.9500;157.5000
23-Apr-2019;95.2663;214.3000;160.0000
18-Apr-2019;96.0055;214.8500;163.1400
17-Apr-2019;95.4105;213.9000;161.3600
16-Apr-2019;94.2386;212.0000;156.6200
15-Apr-2019;93.5175;209.8000;154.9800
12-Apr-2019;93.6256;208.3000;153.3400
11-Apr-2019;92.3456;207.9500;151.1400
10-Apr-2019;91.5703;206.5000;147.6000
09-Apr-2019;90.7770;205.6500;148.0000
08-Apr-2019;91.9669;205.4000;149.3200
05-Apr-2019;92.0751;206.6000;148.7600
04-Apr-2019;91.0294;206.6000;149.9600
03-Apr-2019;90.7770;205.6000;148.5200
02-Apr-2019;89.3978;201.5500;146.1000
01-Apr-2019;88.2980;199.9400;144.4600
29-Mrz-2019;86.4861;198.2800;140.3200
28-Mrz-2019;85.6387;197.4400;138.4800
27-Mrz-2019;86.1525;198.0000;139.0400
26-Mrz-2019;85.4404;197.5800;138.6200
25-Mrz-2019;85.5486;196.2000;139.8200
22-Mrz-2019;85.8911;196.3400;139.1400
21-Mrz-2019;88.7127;197.3000;142.9400
20-Mrz-2019;87.7571;198.9200;143.9200
19-Mrz-2019;89.6953;200.2000;147.9000
18-Mrz-2019;88.3251;200.2000;145.5000
15-Mrz-2019;88.3251;200.9000;144.3200
14-Mrz-2019;87.2974;199.4000;144.1600
13-Mrz-2019;86.6844;198.4400;145.5400
12-Mrz-2019;86.6393;196.6600;143.9800
11-Mrz-2019;86.3418;196.8000;146.6600
08-Mrz-2019;85.7649;195.8800;147.0600
07-Mrz-2019;86.9458;197.2600;149.9400
06-Mrz-2019;87.6399;198.4600;152.1800
05-Mrz-2019;87.6399;198.1400;154.2200
04-Mrz-2019;87.8202;197.7000;154.2400
01-Mrz-2019;87.3875;197.3400;154.1800
28-Feb-2019;86.6574;195.6000;150.9000
27-Feb-2019;87.1532;194.4800;151.6600
26-Feb-2019;88.4603;195.2400;151.0200
25-Feb-2019;87.0540;194.1400;151.1800
22-Feb-2019;86.3959;194.0600;146.7200
21-Feb-2019;85.1339;193.2000;146.5800
20-Feb-2019;85.2781;192.0000;146.6800
19-Feb-2019;84.7823;191.0400;143.1800
18-Feb-2019;84.6471;189.5200;142.7400
15-Feb-2019;85.2961;190.1400;144.4000
14-Feb-2019;83.1597;184.2000;141.8600
13-Feb-2019;83.0064;185.6600;143.7400
12-Feb-2019;83.1417;185.2800;144.2400
11-Feb-2019;83.1597;184.0400;140.8600
08-Feb-2019;82.5016;182.7200;139.8600
07-Feb-2019;83.6465;184.5200;142.3200
06-Feb-2019;86.0083;187.1200;149.4000
05-Feb-2019;86.8376;187.6000;149.3200
04-Feb-2019;85.6387;185.8600;147.6600
01-Feb-2019;86.1976;186.1600;149.5600
31-Jan-2019;86.3418;184.9200;148.6200
30-Jan-2019;89.9477;185.5000;147.4200
29-Jan-2019;90.6148;185.6400;147.6200
28-Jan-2019;90.1640;184.4400;149.7400
25-Jan-2019;90.4345;185.9200;151.6400
24-Jan-2019;89.2445;185.0000;145.5400
23-Jan-2019;88.9290;183.2800;142.2600
22-Jan-2019;89.6322;183.3200;143.6000
21-Jan-2019;90.8311;184.4000;144.8800
18-Jan-2019;90.6508;184.0000;145.6600
17-Jan-2019;88.2529;180.2400;142.9000
16-Jan-2019;87.9735;180.4000;144.9000
15-Jan-2019;88.0726;179.2400;145.0600
14-Jan-2019;87.7571;179.2200;144.1200
11-Jan-2019;87.9194;178.9600;142.1800
10-Jan-2019;89.0282;178.5200;144.9200
09-Jan-2019;88.9200;177.1400;146.4800
08-Jan-2019;88.5955;176.1000;143.0000
07-Jan-2019;88.2439;175.9200;140.6400
04-Jan-2019;89.4158;177.3600;140.4800
03-Jan-2019;86.0444;173.1600;134.7600
02-Jan-2019;88.4152;175.0000;136.2600
28-Dez-2018;87.7842;175.1400;138.9200
27-Dez-2018;86.3779;172.1600;137.4400
21-Dez-2018;88.4963;175.0200;143.3000
20-Dez-2018;88.6946;174.9600;143.9000
19-Dez-2018;89.7043;175.9400;146.8800
18-Dez-2018;90.4345;174.7600;146.2800
17-Dez-2018;89.7674;175.2800;146.4800
14-Dez-2018;90.3263;176.8400;147.7200
13-Dez-2018;90.5426;176.2000;149.7000
12-Dez-2018;89.7043;176.4000;150.1400
11-Dez-2018;88.2529;173.9800;146.1000
10-Dez-2018;87.4056;173.7800;140.9800
07-Dez-2018;88.0636;175.3800;143.4800
06-Dez-2018;88.0456;176.0200;143.0000
05-Dez-2018;91.0475;184.3000;147.6000
04-Dez-2018;92.8504;188.3800;148.5400
03-Dez-2018;93.7879;189.6200;153.1800
30-Nov-2018;92.3095;186.5000;148.9000
29-Nov-2018;92.2194;189.1600;150.0600
28-Nov-2018;92.3275;189.3200;149.0200
27-Nov-2018;92.4898;189.8000;148.0000
26-Nov-2018;92.3636;189.5200;154.1800
23-Nov-2018;90.6328;184.4000;150.9800
22-Nov-2018;90.2361;183.4600;151.9200
21-Nov-2018;90.8311;185.8600;152.3600
20-Nov-2018;89.1724;184.9600;145.7600
19-Nov-2018;90.1640;188.6600;146.7200
16-Nov-2018;91.3540;189.2400;143.9200
15-Nov-2018;91.3720;189.3600;147.6400
14-Nov-2018;90.6328;190.8000;149.3000
13-Nov-2018;91.6785;194.1200;147.9600
12-Nov-2018;90.2902;191.0000;145.8400
09-Nov-2018;92.2554;192.0000;146.0600
08-Nov-2018;93.3191;187.0200;151.3000
07-Nov-2018;92.6160;185.2000;154.9600
06-Nov-2018;91.7686;183.9800;156.1400
05-Nov-2018;92.5799;184.6600;155.4400
02-Nov-2018;92.5619;184.9200;154.3600
01-Nov-2018;91.6424;184.2400;151.5400
31-Okt-2018;91.6965;184.4400;148.7600
30-Okt-2018;90.2722;181.9800;146.7400
29-Okt-2018;91.5703;181.1800;142.4200
26-Okt-2018;90.2181;179.2600;136.8800
25-Okt-2018;91.2818;183.1400;137.0000
24-Okt-2018;90.1280;182.2800;133.7000
23-Okt-2018;89.6412;181.4200;139.7000
22-Okt-2018;90.3624;183.9800;142.3400
19-Okt-2018;90.2361;185.2000;143.9800
18-Okt-2018;91.3720;184.1800;145.5800
17-Okt-2018;92.1833;184.3400;147.1000
16-Okt-2018;91.7506;182.8800;147.4200
15-Okt-2018;90.5967;182.0600;144.4200
12-Okt-2018;89.9297;181.2200;140.1600
11-Okt-2018;90.5967;182.2800;140.4800
10-Okt-2018;92.3997;188.6600;143.5400
09-Okt-2018;94.2206;190.9600;146.5400
08-Okt-2018;94.4550;189.8200;147.0000
05-Okt-2018;95.0139;193.0400;149.3000
04-Okt-2018;96.4382;194.5800;152.0800
02-Okt-2018;96.8348;192.4600;152.9400
01-Okt-2018;99.4671;193.4400;152.5000
28-Sep-2018;99.4671;192.0000;151.6000
27-Sep-2018;100.5128;197.5000;153.8600
26-Sep-2018;100.5128;195.8600;151.3000
25-Sep-2018;100.5849;194.7400;150.4800
24-Sep-2018;100.0981;192.1800;152.9400
21-Sep-2018;99.3770;192.7800;154.3800
20-Sep-2018;99.2327;190.2000;152.5000
19-Sep-2018;98.4575;188.2000;151.1000
18-Sep-2018;98.3313;186.7000;148.2400
17-Sep-2018;98.2591;186.3000;144.4800
14-Sep-2018;98.5476;185.9000;144.0000
13-Sep-2018;98.5296;184.8600;140.7800
12-Sep-2018;98.7099;185.0000;138.4000
11-Sep-2018;97.9707;182.8400;137.3800
10-Sep-2018;97.7363;182.3400;137.5000
07-Sep-2018;97.5380;181.5200;136.0800
06-Sep-2018;97.8445;180.5400;136.2400
05-Sep-2018;97.9166;180.8400;136.1400
04-Sep-2018;99.1786;182.1000;136.2000
03-Sep-2018;100.4226;184.3800;137.9400
31-Aug-2018;100.9455;183.6400;140.8400
30-Aug-2018;102.0633;185.6600;142.8600
29-Aug-2018;102.5321;187.8400;143.1600
28-Aug-2018;102.1534;187.3600;143.3800
27-Aug-2018;102.0272;187.9200;141.4600
24-Aug-2018;101.1979;185.5000;138.0000
23-Aug-2018;100.8193;185.5400;137.9400
22-Aug-2018;100.0621;185.9200;138.8200
21-Aug-2018;99.7556;185.5400;140.7200
20-Aug-2018;99.8818;185.3800;139.0000
17-Aug-2018;99.1606;184.2400;138.7400
16-Aug-2018;99.2327;185.8800;139.4400
15-Aug-2018;98.9443;184.0000;138.4400
14-Aug-2018;99.7916;184.8000;142.9000
13-Aug-2018;99.4671;186.6600;143.9800
10-Aug-2018;99.6474;185.9200;144.3800
09-Aug-2018;101.2880;189.6400;147.8400
08-Aug-2018;100.9635;188.9200;147.8200
07-Aug-2018;101.2880;188.5800;146.8800
06-Aug-2018;100.6931;188.1000;145.4800
03-Aug-2018;101.0897;187.4000;145.3400
02-Aug-2018;102.9467;185.6400;143.4000
01-Aug-2018;108.0129;188.4000;146.6000
31-Jul-2018;108.8603;189.1400;152.2200
30-Jul-2018;108.4456;188.0800;151.4600
27-Jul-2018;108.8783;186.8000;151.1200
26-Jul-2018;108.5178;184.8000;151.7000
25-Jul-2018;106.0297;181.9000;145.9200
24-Jul-2018;106.6067;184.5800;150.0000
23-Jul-2018;105.3807;182.6000;145.9000
20-Jul-2018;105.2905;181.3000;144.6600
19-Jul-2018;106.3543;183.6800;148.0000
18-Jul-2018;106.6968;184.7200;147.3200
17-Jul-2018;105.6151;184.2000;144.0800
16-Jul-2018;105.1643;180.0800;142.7200
13-Jul-2018;105.1463;179.9000;144.0000
12-Jul-2018;104.9660;179.1800;142.9000
11-Jul-2018;104.2268;179.0800;142.8200
10-Jul-2018;105.8314;181.8000;145.9800
09-Jul-2018;104.4071;180.9800;146.0000
06-Jul-2018;103.7400;179.6200;147.7400
05-Jul-2018;103.3975;180.0800;148.4800
04-Jul-2018;102.9828;179.0400;142.7000
03-Jul-2018;102.7124;180.0000;142.0000
02-Jul-2018;101.4864;174.3800;141.1000
29-Jun-2018;102.0633;177.0200;142.2200
28-Jun-2018;101.2520;172.7000;143.1400
27-Jun-2018;102.9467;173.2000;146.5400
26-Jun-2018;101.0717;172.0400;144.5200
25-Jun-2018;101.9732;171.8000;145.7400
22-Jun-2018;104.8398;175.7200;149.3800
21-Jun-2018;103.4696;173.4800;149.6400
